file,source_folder,scale,n_batch_files,n_units,n_ratings,median_n_per_unit,quality_flag,status,placeholder,dimension,scale_labels,question_provenance,scale_source,language
massive_mem_familiarity_mar_2013,Massive mem- familiarity Mar 2013,1-5,8,2020,64408,30,ok,ok,word,familiarity,don't know what this word/phrase means | Quite unfamiliar | Somewhat familiar | Quite familiar | Very familiar,"reconstructed: question wording paraphrases the dimension name and scale-endpoint semantics; raw MTurk HIT Title/Description ('Rate N English words / phrases for <dimension>') verified verbatim in questionnaire_wording.csv row for source_folder and in raw batch CSV Title/Description fields; no literal on-page question text recovered (template_source pointer in questionnaire_wording.csv resolves to an unrelated bias_norm.html A/B-preference template, not the single-item word-rating page actually used).","verbatim from questionnaire_wording.csv dashboard_scale_labels field (5 labels, match_score 1.0) for this folder; cross-checked against SCALE_CATALOG.md row for 'Massive mem: <dimension> Mar 2013/2014'",english
massive_mem_familiarity_mar_2013_end_1,Massive mem- familiarity Mar 2013 end 1,1-5,1,242,7222,30,ok,ok,word,familiarity,don't know what this word/phrase means | Quite unfamiliar | Somewhat familiar | Quite familiar | Very familiar,"reconstructed: question wording paraphrases the dimension name and scale-endpoint semantics; raw MTurk HIT Title/Description ('Rate N English words / phrases for <dimension>') verified verbatim in questionnaire_wording.csv row for source_folder and in raw batch CSV Title/Description fields; no literal on-page question text recovered (template_source pointer in questionnaire_wording.csv resolves to an unrelated bias_norm.html A/B-preference template, not the single-item word-rating page actually used).","verbatim from questionnaire_wording.csv dashboard_scale_labels field (5 labels, match_score 1.0) for this folder; cross-checked against SCALE_CATALOG.md row for 'Massive mem: <dimension> Mar 2013/2014'",english
massive_mem_familiarity_mar_2014,Massive mem- familiarity Mar 2014,1-5,8,2020,63880,30,ok,ok,word,familiarity,don't know what this word/phrase means | Quite unfamiliar | Somewhat familiar | Quite familiar | Very familiar,"reconstructed: question wording paraphrases the dimension name and scale-endpoint semantics; raw MTurk HIT Title/Description ('Rate N English words / phrases for <dimension>') verified verbatim in questionnaire_wording.csv row for source_folder and in raw batch CSV Title/Description fields; no literal on-page question text recovered (template_source pointer in questionnaire_wording.csv resolves to an unrelated bias_norm.html A/B-preference template, not the single-item word-rating page actually used).","verbatim from questionnaire_wording.csv dashboard_scale_labels field (5 labels, match_score 1.0) for this folder; cross-checked against SCALE_CATALOG.md row for 'Massive mem: <dimension> Mar 2013/2014'",english
massive_mem_familiarity_mar_2014_end_1,Massive mem- familiarity Mar 2014 end 1,1-5,1,242,7174,30,ok,ok,word,familiarity,don't know what this word/phrase means | Quite unfamiliar | Somewhat familiar | Quite familiar | Very familiar,"reconstructed: question wording paraphrases the dimension name and scale-endpoint semantics; raw MTurk HIT Title/Description ('Rate N English words / phrases for <dimension>') verified verbatim in questionnaire_wording.csv row for source_folder and in raw batch CSV Title/Description fields; no literal on-page question text recovered (template_source pointer in questionnaire_wording.csv resolves to an unrelated bias_norm.html A/B-preference template, not the single-item word-rating page actually used).","verbatim from questionnaire_wording.csv dashboard_scale_labels field (5 labels, match_score 1.0) for this folder; cross-checked against SCALE_CATALOG.md row for 'Massive mem: <dimension> Mar 2013/2014'",english
massive_mem_imageability_mar_2013,Massive mem- imageability Mar 2013,1-5,9,2020,71770,30,ok,ok,word,imageability,Really not imageable | Not very imageable | Somewhat imageable | Quite imageable | Highly imageable,"reconstructed: question wording paraphrases the dimension name and scale-endpoint semantics; raw MTurk HIT Title/Description ('Rate N English words / phrases for <dimension>') verified verbatim in questionnaire_wording.csv row for source_folder and in raw batch CSV Title/Description fields; no literal on-page question text recovered (template_source pointer in questionnaire_wording.csv resolves to an unrelated bias_norm.html A/B-preference template, not the single-item word-rating page actually used).","verbatim from questionnaire_wording.csv dashboard_scale_labels field (5 labels, match_score 1.0) for this folder; cross-checked against SCALE_CATALOG.md row for 'Massive mem: <dimension> Mar 2013/2014'",english
massive_mem_imageability_mar_2013_end_1,Massive mem- imageability Mar 2013 end 1,1-5,1,242,7231,30,ok,ok,word,imageability,Really not imageable | Not very imageable | Somewhat imageable | Quite imageable | Highly imageable,"reconstructed: question wording paraphrases the dimension name and scale-endpoint semantics; raw MTurk HIT Title/Description ('Rate N English words / phrases for <dimension>') verified verbatim in questionnaire_wording.csv row for source_folder and in raw batch CSV Title/Description fields; no literal on-page question text recovered (template_source pointer in questionnaire_wording.csv resolves to an unrelated bias_norm.html A/B-preference template, not the single-item word-rating page actually used).","verbatim from questionnaire_wording.csv dashboard_scale_labels field (5 labels, match_score 1.0) for this folder; cross-checked against SCALE_CATALOG.md row for 'Massive mem: <dimension> Mar 2013/2014'",english
massive_mem_imageability_mar_2014,Massive mem- imageability Mar 2014,1-5,8,2019,85823,39,ok,ok,word,imageability,Really not imageable | Not very imageable | Somewhat imageable | Quite imageable | Highly imageable,"reconstructed: question wording paraphrases the dimension name and scale-endpoint semantics; raw MTurk HIT Title/Description ('Rate N English words / phrases for <dimension>') verified verbatim in questionnaire_wording.csv row for source_folder and in raw batch CSV Title/Description fields; no literal on-page question text recovered (template_source pointer in questionnaire_wording.csv resolves to an unrelated bias_norm.html A/B-preference template, not the single-item word-rating page actually used).","verbatim from questionnaire_wording.csv dashboard_scale_labels field (5 labels, match_score 1.0) for this folder; cross-checked against SCALE_CATALOG.md row for 'Massive mem: <dimension> Mar 2013/2014'",english
massive_mem_imageability_mar_2014_end_1,Massive mem- imageability Mar 2014 end 1,1-5,1,242,7233,30,ok,ok,word,imageability,Really not imageable | Not very imageable | Somewhat imageable | Quite imageable | Highly imageable,"reconstructed: question wording paraphrases the dimension name and scale-endpoint semantics; raw MTurk HIT Title/Description ('Rate N English words / phrases for <dimension>') verified verbatim in questionnaire_wording.csv row for source_folder and in raw batch CSV Title/Description fields; no literal on-page question text recovered (template_source pointer in questionnaire_wording.csv resolves to an unrelated bias_norm.html A/B-preference template, not the single-item word-rating page actually used).","verbatim from questionnaire_wording.csv dashboard_scale_labels field (5 labels, match_score 1.0) for this folder; cross-checked against SCALE_CATALOG.md row for 'Massive mem: <dimension> Mar 2013/2014'",english
massive_mem_valence_mar_2013,Massive mem- valence Mar 2013,1-5,8,2020,66485,30,ok,ok,word,valence,Very unpleasant/negative | Quite unpleasant/negative | Neutral | Quite pleasant/positive | Very pleasant/positive,"reconstructed: question wording paraphrases the dimension name and scale-endpoint semantics; raw MTurk HIT Title/Description ('Rate N English words / phrases for <dimension>') verified verbatim in questionnaire_wording.csv row for source_folder and in raw batch CSV Title/Description fields; no literal on-page question text recovered (template_source pointer in questionnaire_wording.csv resolves to an unrelated bias_norm.html A/B-preference template, not the single-item word-rating page actually used).","verbatim from questionnaire_wording.csv dashboard_scale_labels field (5 labels, match_score 1.0) for this folder; cross-checked against SCALE_CATALOG.md row for 'Massive mem: <dimension> Mar 2013/2014'",english
massive_mem_valence_mar_2013_end_1,Massive mem- valence Mar 2013 end 1,1-5,1,242,7220,30,ok,ok,word,valence,Very unpleasant/negative | Quite unpleasant/negative | Neutral | Quite pleasant/positive | Very pleasant/positive,raw Title/Description state the dimension verbatim ('Rating 242 English words / phrases for valence / pleasantness'),"own row dashboard_scale_labels (RECOVERED, scale_source_project='Massive mem: valence Mar 2013/2014'); SCALE_CATALOG row 22 (Massive mem: valence Mar 2013/2014, 4 projects)",english
massive_mem_valence_mar_2014,Massive mem- valence Mar 2014,1-5,8,2018,63913,30,ok,ok,word,valence,Very unpleasant/negative | Quite unpleasant/negative | Neutral | Quite pleasant/positive | Very pleasant/positive,raw Title/Description state the dimension verbatim ('Rating 270 English words / phrases for valence / pleasantness'),"own row dashboard_scale_labels (RECOVERED, scale_source_project='Massive mem: valence Mar 2013/2014'); SCALE_CATALOG row 22",english
massive_mem_valence_mar_2014_end_1,Massive mem- valence Mar 2014 end 1,1-5,1,242,7220,30,ok,ok,word,valence,Very unpleasant/negative | Quite unpleasant/negative | Neutral | Quite pleasant/positive | Very pleasant/positive,raw Title/Description state the dimension verbatim ('Rating 270 English words / phrases for valence / pleasantness'),"own row dashboard_scale_labels (RECOVERED, scale_source_project='Massive mem: valence Mar 2013/2014'); SCALE_CATALOG row 22",english
melissa_short_naturalness_test,Melissa- Short naturalness test,1-5,4,24,1431,60,ok,blocked_missing_wording,sentence,naturalness,,,,english
melissa_transitivity_semantics,Melissa - Transitivity Semantics,1-5,2,102,1622,16,ok,blocked_missing_wording,sentence,transitivity,,,,english
mk_alive_corpus_questionnaire,MK - 'Alive' Corpus Questionnaire,1-5,1,286,1798,6,ok,blocked_missing_wording,sentence,unspecified,,,,english
mk_goals_corpus_questionnaire,MK - 'Goals' Corpus Questionnaire,1-5,1,286,1196,4,caveat: thin (median n/unit < 5),blocked_missing_wording,sentence,unspecified,,,,english
mk_grammaticality_study_7_20,MK grammaticality study 7-20,1-5,24,1528,15624,10,ok,ok,sentence,naturalness,Extremely unnatural | Somewhat unnatural | Possible | Somewhat natural | Extremely natural,raw participant-facing Description in all 24 batch files states the dimension verbatim: 'Read and rate the naturalness of 140 sentences (Red-Rhinoceros code name)',"own row dashboard_scale_labels ('Grammatical | Ungrammatical', scale_source_project='Grammaticality', match_score 0.33) REJECTED: binary scale conflicts with observed 1-5 continuous range. Used instead SCALE_CATALOG row 29 (Extremely unnatural...Extremely natural, 5-pt, 3 tedlab naturalness projects including 'Verb transitivity/causal study - syntax (MK)', same PI initials/family as this dataset)",english
mk_thought_corpus_questionnaire,MK - 'Thought' Corpus Questionnaire,1-5,1,286,1197,4,caveat: thin (median n/unit < 5),blocked_missing_wording,sentence,unspecified,,,,english
neal_norming_1,Neal Norming 1,1-5,1,704,12940,23,ok,ok,sentence,plausibility,Very implausible | Somewhat implausible | Possible | Somewhat plausible | Very plausible,"raw Title/Description only say 'Answer questions about 70 phrases' (dimension not named); dimension recovered from own dashboard_scale_labels label set, which is unambiguously a plausibility scale",own row dashboard_scale_labels (RECOVERED via dashboard_layout scrape) scale_source_project='Neal Norming' (this project itself); SCALE_CATALOG row 60 (Neal Norming exclusively),english
noisy_channel_acceptability_1_sept_2013_1,noisy channel acceptability 1 sept 2013 1,1-5,1,496,9546,15,scale_unconfirmed,ok,sentence,naturalness,Extremely unnatural | Somewhat unnatural | Possible | Somewhat natural | Extremely natural,no dimension stated in raw Title/Description ('Ratings and comprehension questions for 160 sentences'); dimension inferred from folder name ('acceptability') only,CONFLICTING/WEAK EVIDENCE -- see notes,english
noisy_channel_acceptability_2_sept_2013,noisy channel acceptability 2 sept 2013,1-5,5,380,23804,59,scale_unconfirmed,ok,sentence,naturalness,Extremely unnatural | Somewhat unnatural | Possible | Somewhat natural | Extremely natural,no dimension stated in raw Title/Description ('Ratings and comprehension questions for 80 sentences'); dimension inferred from folder name ('acceptability') only,CONFLICTING/WEAK EVIDENCE -- see notes,english
noisy_rc_norming_oct19,Noisy-RC norming Oct19,1-5,1,128,1274,10,ok,ok,sentence,naturalness,Extremely unnatural | Somewhat unnatural | Possible | Somewhat natural | Extremely natural,no dimension stated in raw Title/Description ('32 sentences followed by a question and a rating'); dimension not recoverable from export text,own row scale_labels (verbatim per-item text) = 'Rating: Extremely unnatural | Somewhat unnatural | Possible | Somewhat natural | Extremely natural || YNQ: Yes | No'; template_source=html_maker_rating.py match_score=1.0 (exact structural match); SCALE_CATALOG rows 3/29,english
orange_camel_sentence_naturalness_survey_nov_2010,Orange Camel sentence naturalness survey Nov 2010,1-5,1,144,2799,10,ok,ok,sentence,naturalness,Extremely unnatural | Somewhat unnatural | Possible | Somewhat natural | Extremely natural,raw folder name states the dimension ('sentence naturalness survey'); no per-item question text in export,own row scale_labels (verbatim per-item text) = 'Rating: Extremely unnatural | Somewhat unnatural | Possible | Somewhat natural | Extremely natural || YNQ: Yes | No'; template_source=html_maker_rating.py match_score=1.0; SCALE_CATALOG rows 3/29,english
orc_lauren_sentence_naturalness_survey_july_2012,ORC Lauren sentence naturalness survey july 2012,1-5,2,192,8605,22,ok,ok,sentence,naturalness,Extremely unnatural | Somewhat unnatural | Possible | Somewhat natural | Extremely natural,raw folder name states the dimension ('sentence naturalness survey'); no per-item question text in export,"own row dashboard_scale_labels ('Yes | No | Extremely unnatural...Extremely natural', RECOVERED) scale_source_project='Acceptability Judgments - Kang'; SCALE_CATALOG row 3 (57 projects)",english
p_p_sentence_naturalness_survey_aug_2010,P&P Sentence naturalness survey Aug 2010,1-5,2,252,19122,32,ok,ok,sentence,naturalness,Extremely unnatural | Somewhat unnatural | Possible | Somewhat natural | Extremely natural,raw folder name states the dimension ('sentence naturalness survey'); no per-item question text in export,own row scale_labels (verbatim per-item text) = 'Rating: Extremely unnatural | Somewhat unnatural | Possible | Somewhat natural | Extremely natural || YNQ: Yes | No'; template_source=html_maker_rating.py match_score=1.0; SCALE_CATALOG rows 3/29,english
p_p_sentence_naturalness_survey_dec_2009,P&P Sentence naturalness survey Dec 2009,1-5,14,252,10021,17,ok,ok,sentence,naturalness,Extremely unnatural | Somewhat unnatural | Possible | Somewhat natural | Extremely natural,raw folder name states the dimension ('sentence naturalness survey'); no per-item question text in export,own row scale_labels (verbatim per-item text) = 'Rating: Extremely unnatural | Somewhat unnatural | Possible | Somewhat natural | Extremely natural || YNQ: Yes | No'; template_source=html_maker_rating.py match_score=1.0; SCALE_CATALOG rows 3/29,english
p_p_sentence_naturalness_survey_feb,P&P Sentence naturalness survey Feb,1-5,15,614,15402,16,ok,ok,sentence,naturalness,Extremely unnatural | Somewhat unnatural | Possible | Somewhat natural | Extremely natural,raw folder name states the dimension ('sentence naturalness survey'); no per-item question text in export,own row scale_labels (verbatim per-item text) = 'Rating: Extremely unnatural | Somewhat unnatural | Possible | Somewhat natural | Extremely natural || YNQ: Yes | No'; template_source=html_maker_rating.py match_score=1.0; SCALE_CATALOG rows 3/29,english
p_p_sentence_naturalness_survey_jan_2010,P&P Sentence naturalness survey Jan 2010,1-5,12,184,11817,30,ok,ok,sentence,naturalness,Extremely unnatural | Somewhat unnatural | Possible | Somewhat natural | Extremely natural,raw folder name states the dimension ('sentence naturalness survey'); no per-item question text in export,own row scale_labels (verbatim per-item text) = 'Rating: Extremely unnatural | Somewhat unnatural | Possible | Somewhat natural | Extremely natural || YNQ: Yes | No'; template_source=html_maker_rating.py match_score=1.0; SCALE_CATALOG rows 3/29,english
p_p_sentence_naturalness_survey_june_2013_v3,P&P Sentence naturalness survey June 2013 v3,1-5,2,242,19678,48,scale_unconfirmed,ok,sentence,encounter_likelihood,Extremely unlikely | Somewhat unlikely | Possible | Somewhat likely | Extremely likely,raw folder name states 'naturalness survey' but no per-item question text in export; the recovered scale is a likelihood scale (see notes),"own row dashboard_scale_labels ('Yes | No | Extremely unlikely...Extremely likely', RECOVERED) scale_source_project='ERP norming error detection June 2013'; SCALE_CATALOG row 24 explicitly names this exact dataset ('P&P Sentence naturalness survey June 2013 v3') as an example study",english
p_p_sentence_naturalness_survey_may_2013,P&P Sentence naturalness survey May 2013,1-5,2,252,13796,23,scale_unconfirmed,ok,sentence,encounter_likelihood,Extremely unlikely | Somewhat unlikely | Possible | Somewhat likely | Extremely likely,raw folder name states 'naturalness survey' but no per-item question text in export; the recovered scale is a likelihood scale (see notes),"own row dashboard_scale_labels ('Yes | No | Extremely unlikely...Extremely likely', RECOVERED directly on this row) scale_source_project='ERP norming error detection June 2013'; SCALE_CATALOG row 24",english
p_p_sentence_naturalness_survey_may_2013_v2,P&P Sentence naturalness survey May 2013 v2,1-5,2,252,13193,22,scale_unconfirmed,ok,sentence,encounter_likelihood,Extremely unlikely | Somewhat unlikely | Possible | Somewhat likely | Extremely likely,raw folder name states 'naturalness survey' but no per-item question text in export; the recovered scale is a likelihood scale (see notes),"own row dashboard_scale_labels ('Yes | No | Extremely unlikely...Extremely likely', RECOVERED directly on this row) scale_source_project='ERP norming error detection June 2013'; SCALE_CATALOG row 24",english
paris_judgments_2_dec_2012_1,Paris judgments 2 Dec 2012 1,1-5,1,256,1267,5,ok,ok,sentence,naturalness,Extremely unnatural | Somewhat unnatural | Possible | Somewhat natural | Extremely natural,raw Title/Description name no dimension ('32 sentences followed by a rating and a question'); dimension recovered from sibling dashboard_scale_labels,"dashboard_scale_labels on the sibling row 'Paris judgments 3 Dec 2012' (RECOVERED); SCALE_CATALOG row 2 (Extremely unnatural...Extremely natural + Yes/No, 71 projects incl. 'Paris judgments 3 Dec 2012' and 'Paris judgments 2 Dec 2012' by name)",english
paris_judgments_3_dec_2012,Paris judgments 3 Dec 2012,1-5,3,477,7714,14,ok,ok,sentence,naturalness,Extremely unnatural | Somewhat unnatural | Possible | Somewhat natural | Extremely natural,raw Title/Description name no dimension ('80 sentences followed by a rating and a question'); dimension recovered from this row's own dashboard_scale_labels,own row dashboard_scale_labels (RECOVERED) scale_source_project='Paris judgments 3 Dec 2012' (this project itself); SCALE_CATALOG row 2 (names this project by name),english
paris_judgments_dec_2012_1,Paris judgments Dec 2012 1,1-5,1,488,3818,5,ok,ok,sentence,naturalness,Extremely unnatural | Somewhat unnatural | Possible | Somewhat natural | Extremely natural,raw Title/Description name no dimension ('96 sentences followed by a rating and a question'); dimension recovered from sibling dashboard_scale_labels,dashboard_scale_labels on the sibling row 'Paris judgments 3 Dec 2012' (RECOVERED); SCALE_CATALOG row 2 (names 'Paris judgments 3 Dec 2012' / 'Paris judgments 2 Dec 2012' among its 71 projects),english
pascal_1_dec_2012,Pascal 1 Dec 2012,1-5,2,544,6086,8,ok,ok,sentence,naturalness,Pas du tout naturelle | Peu naturelle | Passable | Assez naturelle | Tout-à-fait naturelle,reconstructed,"scale_catalog row 59 (""Pascal 1 Dec 2012 (FRENCH)"")",french
presup_survey_1_acd_july_2012,Presup survey 1 ACD july 2012,1-5,1,240,3660,15,ok,ok,sentence,context_dependence,Definitely need a context | Probably need a context | Neutral | Probably don't need a context | Definitely don't need a context,reconstructed,"dashboard_own: dashboard_scale_labels, scale_source_project=""Presup survey 1/2/3 ACD july 2012""; scale_catalog row 25",english
presup_survey_2_acd_july_2012,Presup survey 2 ACD july 2012,1-5,1,240,3532,15,ok,ok,sentence,context_dependence,Definitely need a context | Probably need a context | Neutral | Probably don't need a context | Definitely don't need a context,reconstructed,"scale_catalog row 25, which names ""Presup survey 1/2/3 ACD july 2012"" as one family; corroborated by the survey-1 dashboard row",english
presup_survey_3_acd_july_2012,Presup survey 3 ACD july 2012,1-5,1,240,3591,15,ok,ok,sentence,context_dependence,Definitely need a context | Probably need a context | Neutral | Probably don't need a context | Definitely don't need a context,reconstructed,"scale_catalog row 25, which names ""Presup survey 1/2/3 ACD july 2012"" as one family; corroborated by the survey-1 dashboard row",english
pronouns_following_verbs,pronouns following verbs,1-3,7,44,3478,79,ok,ok,sentence,pronoun_resolution_confidence,Not strong | Reasonably strong | Strong,reconstructed,"dashboard_own: dashboard_scale_labels, scale_source_project=""pronouns following verbs""; C row 71",english
pronouns_following_verbs_an,pronouns following verbs-an,1-3,1,44,874,20,ok,ok,sentence,pronoun_resolution_confidence,Not strong | Reasonably strong | Strong,reconstructed,"dashboard_own: dashboard_scale_labels, scale_source_project=""pronouns following verbs""; C row 71",english
pronouns_following_verbs_an_2,pronouns following verbs - an,1-3,3,44,2637,60,ok,ok,sentence,pronoun_resolution_confidence,Not strong | Reasonably strong | Strong,reconstructed,"dashboard_own: dashboard_scale_labels, scale_source_project=""pronouns following verbs""; C row 71",english
pronouns_following_verbs_ce,pronouns following verbs -ce,1-3,2,44,1748,40,ok,ok,sentence,pronoun_resolution_confidence,Not strong | Reasonably strong | Strong,reconstructed,"dashboard_own: dashboard_scale_labels, scale_source_project=""pronouns following verbs""; C row 71",english
pronouns_following_verbs_ce_2,pronouns following verbs - ce,1-3,2,44,1756,40,ok,ok,sentence,pronoun_resolution_confidence,Not strong | Reasonably strong | Strong,reconstructed,"dashboard_own: dashboard_scale_labels, scale_source_project=""pronouns following verbs""; C row 71",english
pronouns_following_verbs_sm,pronouns following verbs -sm,1-3,4,44,3470,79,ok,ok,sentence,pronoun_resolution_confidence,Not strong | Reasonably strong | Strong,reconstructed,"dashboard_own: dashboard_scale_labels, scale_source_project=""pronouns following verbs""; C row 71",english
pronouns_following_verbs_so,pronouns following verbs -so,1-3,1,44,879,20,ok,ok,sentence,pronoun_resolution_confidence,Not strong | Reasonably strong | Strong,reconstructed,"dashboard_own: dashboard_scale_labels, scale_source_project=""pronouns following verbs""; C row 71",english
pronouns_following_verbs_so_2,pronouns following verbs - so,1-3,3,44,2629,60,ok,ok,sentence,pronoun_resolution_confidence,Not strong | Reasonably strong | Strong,reconstructed,"dashboard_own: dashboard_scale_labels, scale_source_project=""pronouns following verbs""; C row 71",english
pronouns_following_verbs_ve,pronouns following verbs -ve,1-3,4,45,3514,80,ok,ok,sentence,pronoun_resolution_confidence,Not strong | Reasonably strong | Strong,reconstructed,"dashboard_own: dashboard_scale_labels, scale_source_project=""pronouns following verbs""; C row 71",english
quant_syn_april_13_2012_90_sentences_with_a_question_and_a_rating_code,quant syn april 13 2012 90 sentences with a question and a rating. CODENAME- JEALOUS MOSQUITO,1-7,1,184,5247,15,ok,ok,sentence,naturalness,Extremely unnatural | Somewhat unnatural | Slightly unnatural | Possible | Slightly natural | Somewhat natural | Extremely natural,reconstructed,"dashboard_sibling: dashboard_scale_labels, scale_source_project=""quant syn april 16 2012 36 sentences""; scale_catalog row 5 names quant syn april 13 and 16 explicitly",english
quant_syn_april_14_2012_48_sentences_with_a_question_and_a_rating_code,quant syn april 14 2012 48 sentences with a question and a rating. CODENAME- JEALOUS MOSQUITO,1-7,2,168,8563,45,scale_unconfirmed,ok,sentence,naturalness,Extremely unnatural | Somewhat unnatural | Slightly unnatural | Possible | Slightly natural | Somewhat natural | Extremely natural,reconstructed,"dashboard_sibling: dashboard_scale_labels, scale_source_project=""quant syn april 16 2012 36 sentences""; scale_catalog row 5 names quant syn april 13 and 16 explicitly",english
quant_syn_april_16_2012_36_sentences_with_a_question_and_a_rating_code,quant syn april 16 2012 36 sentences with a question and a rating. CODENAME- JEALOUS MOSQUITO,1-7,4,126,11065,99.5,ok,ok,sentence,naturalness,Extremely unnatural | Somewhat unnatural | Slightly unnatural | Possible | Slightly natural | Somewhat natural | Extremely natural,reconstructed,"dashboard_own: dashboard_scale_labels, scale_source_project=""quant syn april 16 2012 36 sentences""; scale_catalog row 5 names quant syn april 13 and 16 explicitly",english
quantifier_naturalness_survey_june_4_2010,Quantifier naturalness survey June 4 2010,1-5,8,192,7463,20,ok,ok,sentence,naturalness,Extremely unnatural | Somewhat unnatural | Possible | Somewhat natural | Extremely natural,reconstructed,"template_html_maker_rating (local generator html_maker_rating.py, match_score 1.0, answer fields Rating;YNQ); scale_catalog rows 3/29",english
quantitative_syntax_survey,quantitative syntax survey,1-5,10,121,3637,20,ok,blocked_missing_wording,sentence,unspecified,,,,english
reasoning_and_language_tasks_survey_code_talkative_pigeon,reasoning and language tasks; survey code = TALKATIVE-PIGEON,1-7,2,72,4289,45,scale_unconfirmed,ok,sentence,naturalness,Extremely unnatural | Somewhat unnatural | Slightly unnatural | Neutral | Slightly natural | Somewhat natural | Extremely natural,reconstructed,"dashboard_sibling: dashboard_scale_labels, scale_source_project=""reasoning and language tasks""; scale_catalog row 40",english
richard_islands_acceptability_expt_1_april_25_2013_3,Richard Islands acceptability expt 1 April 25 2013 3,1-5,1,144,2856,10,ok,blocked_missing_wording,sentence,acceptability,,,,english
richard_islands_acceptability_expt_2_april_26_2013,Richard Islands acceptability expt 2 April 26 2013,1-5,2,228,4731,10,ok,blocked_missing_wording,sentence,acceptability,,,,english
richard_islands_acceptability_expt_4_april_26_2013_1,Richard Islands acceptability expt 4 April 26 2013 1,1-5,1,100,2058,10,ok,blocked_missing_wording,sentence,acceptability,,,,english
richard_islands_acceptability_expt_5_april_27_2013_1,Richard Islands acceptability expt 5 April 27 2013 1,1-5,1,132,2060,9,ok,blocked_missing_wording,sentence,acceptability,,,,english
richard_islands_acceptability_expt_6_april_28_2013_while_whq_decl,Richard Islands acceptability expt 6 April 28 2013 while whq - decl,1-5,3,100,7211,35,ok,blocked_missing_wording,sentence,acceptability,,,,english
semantics1_finalproject,Semantics1-finalproject,1-5,1,96,4783,50,ok,ok,sentence,agreement,Totally disagree | Somewhat disagree | Not sure | Somewhat agree | Totally agree,reconstructed,"dashboard_own: dashboard_scale_labels, scale_source_project=""Semantics1/2/3-final project""; scale_catalog row 28",english
semantics2_finalproject,Semantics2-finalproject,1-5,2,96,9483,99,ok,ok,sentence,agreement,Totally disagree | Somewhat disagree | Not sure | Somewhat agree | Totally agree,reconstructed,"scale_catalog row 28, which names ""Semantics1/2/3-final project"" as one family; corroborated by the Semantics1 dashboard row",english
semantics3_final_project,Semantics3-final project,1-5,2,96,9576,100,ok,ok,sentence,agreement,Totally disagree | Somewhat disagree | Not sure | Somewhat agree | Totally agree,reconstructed,"scale_catalog row 28, which names ""Semantics1/2/3-final project"" as one family; corroborated by the Semantics1 dashboard row",english
sentence_completions_and_islands_acceptability_expt_1_nov_13_2012,sentence completions and islands acceptability expt 1 Nov 13 2012,1-5,3,112,13215,137,ok,blocked_missing_wording,sentence,acceptability,,,,english
sentence_naturalness_isac_survey_feb_2011,Sentence naturalness ISAC survey Feb 2011,1-5,1,304,7641,12,ok,ok,sentence,naturalness,Extremely unnatural | Somewhat unnatural | Possible | Somewhat natural | Extremely natural,reconstructed,"template_html_maker_rating (local generator html_maker_rating.py, match_score 1.0, answer fields Rating;YNQ); scale_catalog rows 3/29",english
sentence_naturalness_survey_acd_ratings_hackl_expt_5_oct_25_2012_1,Sentence naturalness survey ACD ratings hackl expt 5 Oct 25 2012 1,1-5,1,128,3295,15,ok,ok,sentence,naturalness,Extremely unnatural | Somewhat unnatural | Possible | Somewhat natural | Entirely natural,reconstructed,"dashboard_sibling: dashboard_scale_labels for this folder, scale_source_project=""Sentence naturalness survey for JK June 24""; C row 42",english
sentence_naturalness_survey_acd_ratings_hackl_expt_7_oct_25_2012_1,Sentence naturalness survey ACD ratings hackl expt 7 Oct 25 2012 1,1-5,1,176,3319,10,ok,ok,sentence,naturalness,Extremely unnatural | Somewhat unnatural | Possible | Somewhat natural | Entirely natural,reconstructed,"dashboard_sibling: dashboard_scale_labels for this folder, scale_source_project=""Sentence naturalness survey for JK June 24""; C row 42",english
sentence_naturalness_survey_acd_ratings_hackl_replic_expt_1_july_14_20,Sentence naturalness survey ACD ratings hackl replic expt 1 July 14 2012,1-5,2,480,7152,15,ok,ok,sentence,naturalness,Extremely unnatural | Somewhat unnatural | Possible | Somewhat natural | Entirely natural,reconstructed,"dashboard_sibling: dashboard_scale_labels for this folder, scale_source_project=""Sentence naturalness survey for JK June 24""; C row 42",english
sentence_naturalness_survey_acd_ratings_v2_jan_2012,Sentence naturalness survey ACD ratings v2 Jan 2012,1-5,2,128,5577,25,ok,ok,sentence,naturalness,Extremely unnatural | Somewhat unnatural | Possible | Somewhat natural | Entirely natural,reconstructed,"dashboard_sibling: dashboard_scale_labels for this folder, scale_source_project=""Sentence naturalness survey for JK June 24""; C row 42",english
sentence_naturalness_survey_acd_ratings_v4_july_13_2012,Sentence naturalness survey ACD ratings v4 July 13 2012,1-5,1,176,3338,10,ok,ok,sentence,naturalness,Extremely unnatural | Somewhat unnatural | Possible | Somewhat natural | Entirely natural,reconstructed,"dashboard_sibling: dashboard_scale_labels for this folder, scale_source_project=""Sentence naturalness survey for JK June 24""; C row 42",english
sentence_naturalness_survey_acd_v1_jan_2012,Sentence naturalness survey ACD v1 Jan 2012,1-5,2,128,6128,27,ok,ok,sentence,naturalness_in_context,Extremely unnatural | Somewhat unnatural | Possible | Somewhat natural | Entirely natural,reconstructed,"dashboard_sibling: dashboard_scale_labels, scale_source_project=""Sentence naturalness survey for JK June 24""; C row 42",english
