id,collection,csv_path,instruction_path,level,sublevel,decided_by,rationale,blind_verification_level,blind_agrees,note
acceptability_replication_959,surveyor,surveyor_norms/norm_datasets/syntax/acceptability_replication_959.csv,surveyor_norms/instructions/syntax/acceptability_replication_959_i.txt,syntax,,agents_consensus,"two independent classifiers agreed, confident, unflagged | MERGED 2026-08-22 with montemayor_replication_acceptability_in_syntax, replication_v6 (identical items + instruction; ratings pooled)",syntax,yes,
discourse_30subjs_list1,surveyor,surveyor_norms/norm_datasets/sentence_semantics/discourse_30subjs_list1.csv,surveyor_norms/instructions/sentence_semantics/discourse_30subjs_list1_i.txt,discourse,,agents_consensus,"two independent classifiers agreed, confident, unflagged",discourse,yes,
discourse_imagability_singles_list4,surveyor,surveyor_norms/norm_datasets/sentence_semantics/discourse_imagability_singles_list4.csv,surveyor_norms/instructions/sentence_semantics/discourse_imagability_singles_list4_i.txt,sentence_semantics,conceptual_content,agents_consensus,"two independent classifiers agreed, confident, unflagged",sentence_semantics/conceptual_content,yes,
discourse_mentalizing_singles_list4,surveyor,surveyor_norms/norm_datasets/sentence_semantics/discourse_mentalizing_singles_list4.csv,surveyor_norms/instructions/sentence_semantics/discourse_mentalizing_singles_list4_i.txt,sentence_semantics,conceptual_content,agents_consensus,"two independent classifiers agreed, confident, unflagged",sentence_semantics/conceptual_content,yes,
acceptability_extension_959_v5,surveyor,surveyor_norms/norm_datasets/syntax/acceptability_extension_959_v5.csv,surveyor_norms/instructions/syntax/acceptability_extension_959_v5_i.txt,syntax,,andrea_review_page,Andrea (review page): lead-in contexts inert; scrambled target judged on its own → syntax,syntax,yes,
extension_study,surveyor,surveyor_norms/norm_datasets/syntax/extension_study.csv,surveyor_norms/instructions/syntax/extension_study_i.txt,other,lexical,andrea_policy_Q5,naturalness rating whose items vary only in lexical choice (abbreviation vs full form) | merged into `other` 2026-08-22 (was lexical_other); sublevel=lexical,other/lexical,yes,
replication_study_9_59,surveyor,surveyor_norms/norm_datasets/syntax/replication_study_9_59.csv,surveyor_norms/instructions/syntax/replication_study_9_59_i.txt,discourse,,andrea_rule_context_v3,context manipulated across items: 16 families cross givenness contexts with dative order,discourse,yes,
discourse_30subjs_list3,surveyor,surveyor_norms/norm_datasets/sentence_semantics/discourse_30subjs_list3.csv,surveyor_norms/instructions/sentence_semantics/discourse_30subjs_list3_i.txt,discourse,,agents_consensus,"two independent classifiers agreed, confident, unflagged",discourse,yes,
discourse_changed_0428,surveyor,surveyor_norms/norm_datasets/sentence_semantics/discourse_changed_0428.csv,surveyor_norms/instructions/sentence_semantics/discourse_changed_0428_i.txt,discourse,,agents_consensus,"two independent classifiers agreed, confident, unflagged",discourse,yes,
discourse_causality_list1,surveyor,surveyor_norms/norm_datasets/sentence_semantics/discourse_causality_list1.csv,surveyor_norms/instructions/sentence_semantics/discourse_causality_list1_i.txt,discourse,,agents_consensus,"two independent classifiers agreed, confident, unflagged",discourse,yes,
discourse_causality_list4,surveyor,surveyor_norms/norm_datasets/sentence_semantics/discourse_causality_list4.csv,surveyor_norms/instructions/sentence_semantics/discourse_causality_list4_i.txt,discourse,,agents_consensus,"two independent classifiers agreed, confident, unflagged",discourse,yes,
discourse_coherence_list2,surveyor,surveyor_norms/norm_datasets/sentence_semantics/discourse_coherence_list2.csv,surveyor_norms/instructions/sentence_semantics/discourse_coherence_list2_i.txt,discourse,,agents_consensus,"two independent classifiers agreed, confident, unflagged",discourse,yes,
discourse_coherence_list3,surveyor,surveyor_norms/norm_datasets/sentence_semantics/discourse_coherence_list3.csv,surveyor_norms/instructions/sentence_semantics/discourse_coherence_list3_i.txt,discourse,,fable_resolution,rates the relation between S1 and S2 (coherence/causal link/connectedness),discourse,yes,
discourse_imagability_pairs_list1,surveyor,surveyor_norms/norm_datasets/sentence_semantics/discourse_imagability_pairs_list1.csv,surveyor_norms/instructions/sentence_semantics/discourse_imagability_pairs_list1_i.txt,sentence_semantics,conceptual_content,agents_consensus,"two independent classifiers agreed, confident, unflagged",sentence_semantics/conceptual_content,yes,
discourse_imagability_pairs_list2,surveyor,surveyor_norms/norm_datasets/sentence_semantics/discourse_imagability_pairs_list2.csv,surveyor_norms/instructions/sentence_semantics/discourse_imagability_pairs_list2_i.txt,sentence_semantics,conceptual_content,fable_resolution,"rates the CONTENT evoked by the sentence(s) (mental states/physical objects/scenes/imageability), not a relation between sentences; pairs treated like singles",sentence_semantics/conceptual_content,yes,
discourse_imagability_singles_list1,surveyor,surveyor_norms/norm_datasets/sentence_semantics/discourse_imagability_singles_list1.csv,surveyor_norms/instructions/sentence_semantics/discourse_imagability_singles_list1_i.txt,sentence_semantics,conceptual_content,agents_consensus,"two independent classifiers agreed, confident, unflagged",sentence_semantics/conceptual_content,yes,
discourse_imagability_singles_list2,surveyor,surveyor_norms/norm_datasets/sentence_semantics/discourse_imagability_singles_list2.csv,surveyor_norms/instructions/sentence_semantics/discourse_imagability_singles_list2_i.txt,sentence_semantics,conceptual_content,agents_consensus,"two independent classifiers agreed, confident, unflagged",sentence_semantics/conceptual_content,yes,
discourse_imagability_singles_list3,surveyor,surveyor_norms/norm_datasets/sentence_semantics/discourse_imagability_singles_list3.csv,surveyor_norms/instructions/sentence_semantics/discourse_imagability_singles_list3_i.txt,sentence_semantics,conceptual_content,agents_consensus,"two independent classifiers agreed, confident, unflagged",sentence_semantics/conceptual_content,yes,
discourse_mentalizing_singles_list1,surveyor,surveyor_norms/norm_datasets/sentence_semantics/discourse_mentalizing_singles_list1.csv,surveyor_norms/instructions/sentence_semantics/discourse_mentalizing_singles_list1_i.txt,sentence_semantics,conceptual_content,agents_consensus,"two independent classifiers agreed, confident, unflagged",sentence_semantics/conceptual_content,yes,
discourse_mentalizing_singles_list2,surveyor,surveyor_norms/norm_datasets/sentence_semantics/discourse_mentalizing_singles_list2.csv,surveyor_norms/instructions/sentence_semantics/discourse_mentalizing_singles_list2_i.txt,sentence_semantics,conceptual_content,agents_consensus,"two independent classifiers agreed, confident, unflagged",sentence_semantics/conceptual_content,yes,
discourse_mentalizing_singles_list3,surveyor,surveyor_norms/norm_datasets/sentence_semantics/discourse_mentalizing_singles_list3.csv,surveyor_norms/instructions/sentence_semantics/discourse_mentalizing_singles_list3_i.txt,sentence_semantics,conceptual_content,agents_consensus,"two independent classifiers agreed, confident, unflagged",sentence_semantics/conceptual_content,yes,
discourse_mentalizing_pairs_list1,surveyor,surveyor_norms/norm_datasets/sentence_semantics/discourse_mentalizing_pairs_list1.csv,surveyor_norms/instructions/sentence_semantics/discourse_mentalizing_pairs_list1_i.txt,sentence_semantics,conceptual_content,fable_resolution,"rates the CONTENT evoked by the sentence(s) (mental states/physical objects/scenes/imageability), not a relation between sentences; pairs treated like singles",sentence_semantics/conceptual_content,yes,
discourse_mentalizing_pairs_list2,surveyor,surveyor_norms/norm_datasets/sentence_semantics/discourse_mentalizing_pairs_list2.csv,surveyor_norms/instructions/sentence_semantics/discourse_mentalizing_pairs_list2_i.txt,sentence_semantics,conceptual_content,fable_resolution,"rates the CONTENT evoked by the sentence(s) (mental states/physical objects/scenes/imageability), not a relation between sentences; pairs treated like singles",sentence_semantics/conceptual_content,yes,
discourse_physics_pairs_list1,surveyor,surveyor_norms/norm_datasets/sentence_semantics/discourse_physics_pairs_list1.csv,surveyor_norms/instructions/sentence_semantics/discourse_physics_pairs_list1_i.txt,sentence_semantics,conceptual_content,fable_resolution,"rates the CONTENT evoked by the sentence(s) (mental states/physical objects/scenes/imageability), not a relation between sentences; pairs treated like singles",sentence_semantics/conceptual_content,yes,
discourse_physics_pairs_list2,surveyor,surveyor_norms/norm_datasets/sentence_semantics/discourse_physics_pairs_list2.csv,surveyor_norms/instructions/sentence_semantics/discourse_physics_pairs_list2_i.txt,sentence_semantics,conceptual_content,fable_resolution,"rates the CONTENT evoked by the sentence(s) (mental states/physical objects/scenes/imageability), not a relation between sentences; pairs treated like singles",sentence_semantics/conceptual_content,yes,
discourse_physics_singles_list1,surveyor,surveyor_norms/norm_datasets/sentence_semantics/discourse_physics_singles_list1.csv,surveyor_norms/instructions/sentence_semantics/discourse_physics_singles_list1_i.txt,sentence_semantics,conceptual_content,agents_consensus,"two independent classifiers agreed, confident, unflagged",sentence_semantics/conceptual_content,yes,
discourse_physics_singles_list2,surveyor,surveyor_norms/norm_datasets/sentence_semantics/discourse_physics_singles_list2.csv,surveyor_norms/instructions/sentence_semantics/discourse_physics_singles_list2_i.txt,sentence_semantics,conceptual_content,agents_consensus,"two independent classifiers agreed, confident, unflagged",sentence_semantics/conceptual_content,yes,
discourse_physics_singles_list3,surveyor,surveyor_norms/norm_datasets/sentence_semantics/discourse_physics_singles_list3.csv,surveyor_norms/instructions/sentence_semantics/discourse_physics_singles_list3_i.txt,sentence_semantics,conceptual_content,agents_consensus,"two independent classifiers agreed, confident, unflagged",sentence_semantics/conceptual_content,yes,
discourse_physics_singles_list4,surveyor,surveyor_norms/norm_datasets/sentence_semantics/discourse_physics_singles_list4.csv,surveyor_norms/instructions/sentence_semantics/discourse_physics_singles_list4_i.txt,sentence_semantics,conceptual_content,agents_consensus,"two independent classifiers agreed, confident, unflagged",sentence_semantics/conceptual_content,yes,
discourse_scenes_pairs_list1,surveyor,surveyor_norms/norm_datasets/sentence_semantics/discourse_scenes_pairs_list1.csv,surveyor_norms/instructions/sentence_semantics/discourse_scenes_pairs_list1_i.txt,sentence_semantics,conceptual_content,fable_resolution,"rates the CONTENT evoked by the sentence(s) (mental states/physical objects/scenes/imageability), not a relation between sentences; pairs treated like singles",sentence_semantics/conceptual_content,yes,
discourse_scenes_pairs_list2,surveyor,surveyor_norms/norm_datasets/sentence_semantics/discourse_scenes_pairs_list2.csv,surveyor_norms/instructions/sentence_semantics/discourse_scenes_pairs_list2_i.txt,sentence_semantics,conceptual_content,fable_resolution,"rates the CONTENT evoked by the sentence(s) (mental states/physical objects/scenes/imageability), not a relation between sentences; pairs treated like singles",sentence_semantics/conceptual_content,yes,
discourse_scenes_singles_list1,surveyor,surveyor_norms/norm_datasets/sentence_semantics/discourse_scenes_singles_list1.csv,surveyor_norms/instructions/sentence_semantics/discourse_scenes_singles_list1_i.txt,sentence_semantics,conceptual_content,agents_consensus,"two independent classifiers agreed, confident, unflagged",sentence_semantics/conceptual_content,yes,
discourse_scenes_singles_list2,surveyor,surveyor_norms/norm_datasets/sentence_semantics/discourse_scenes_singles_list2.csv,surveyor_norms/instructions/sentence_semantics/discourse_scenes_singles_list2_i.txt,sentence_semantics,conceptual_content,agents_consensus,"two independent classifiers agreed, confident, unflagged",sentence_semantics/conceptual_content,yes,
discourse_scenes_singles_list3,surveyor,surveyor_norms/norm_datasets/sentence_semantics/discourse_scenes_singles_list3.csv,surveyor_norms/instructions/sentence_semantics/discourse_scenes_singles_list3_i.txt,sentence_semantics,conceptual_content,agents_consensus,"two independent classifiers agreed, confident, unflagged",sentence_semantics/conceptual_content,yes,
discourse_scenes_singles_list4,surveyor,surveyor_norms/norm_datasets/sentence_semantics/discourse_scenes_singles_list4.csv,surveyor_norms/instructions/sentence_semantics/discourse_scenes_singles_list4_i.txt,sentence_semantics,conceptual_content,agents_consensus,"two independent classifiers agreed, confident, unflagged",sentence_semantics/conceptual_content,yes,
relative_clause_displacements_in_english_sentences,surveyor,surveyor_norms/norm_datasets/sentence_semantics/relative_clause_displacements_in_english_sentences.csv,surveyor_norms/instructions/sentence_semantics/relative_clause_displacements_in_english_sentences_i.txt,syntax,,fable_resolution,"comprehensibility/naturalness of structurally complex (center-embedded, displaced) sentences: what varies is structure; comprehensibility is a processing measure of it",syntax,yes,
base_acceptability_0908,surveyor,surveyor_norms/norm_datasets/syntax/base_acceptability_0908.csv,surveyor_norms/instructions/syntax/base_acceptability_0908_i.txt,syntax,,agents_consensus,"two independent classifiers agreed, confident, unflagged | MERGED 2026-08-22 (near-duplicate, pooled on shared items) with base_acceptability_0911",syntax,yes,
discourse_causality_list3,surveyor,surveyor_norms/norm_datasets/sentence_semantics/discourse_causality_list3.csv,surveyor_norms/instructions/sentence_semantics/discourse_causality_list3_i.txt,discourse,,agents_consensus,"two independent classifiers agreed, confident, unflagged",discourse,yes,
discourse_coherence_list1,surveyor,surveyor_norms/norm_datasets/sentence_semantics/discourse_coherence_list1.csv,surveyor_norms/instructions/sentence_semantics/discourse_coherence_list1_i.txt,discourse,,agents_consensus,"two independent classifiers agreed, confident, unflagged",discourse,yes,
discourse_causality_list2,surveyor,surveyor_norms/norm_datasets/sentence_semantics/discourse_causality_list2.csv,surveyor_norms/instructions/sentence_semantics/discourse_causality_list2_i.txt,discourse,,agents_consensus,"two independent classifiers agreed, confident, unflagged",discourse,yes,
discourse_30subjs_list2,surveyor,surveyor_norms/norm_datasets/sentence_semantics/discourse_30subjs_list2.csv,surveyor_norms/instructions/sentence_semantics/discourse_30subjs_list2_i.txt,discourse,,agents_consensus,"two independent classifiers agreed, confident, unflagged",discourse,yes,
discourse_coherence_list4,surveyor,surveyor_norms/norm_datasets/sentence_semantics/discourse_coherence_list4.csv,surveyor_norms/instructions/sentence_semantics/discourse_coherence_list4_i.txt,discourse,,agents_consensus,"two independent classifiers agreed, confident, unflagged",discourse,yes,
class_demo,surveyor,surveyor_norms/norm_datasets/syntax/class_demo.csv,surveyor_norms/instructions/syntax/class_demo_i.txt,syntax,,agents_consensus,"two independent classifiers agreed, confident, unflagged | MERGED 2026-08-22 with demo_9_59_2025, demo_9_59_2026 (identical items + instruction; ratings pooled)",syntax,yes,
lexical_frame_adjectives_likert_set1,surveyor,surveyor_norms/norm_datasets/syntax/lexical_frame_adjectives_likert_set1.csv,surveyor_norms/instructions/syntax/lexical_frame_adjectives_likert_set1_i.txt,syntax,,fable_resolution,"acceptability of verb/adjective + complement frames (subcategorization) — syntax-lexicon interface, treated as syntax",syntax,yes,
lexical_frame_adjectives_likert_set2,surveyor,surveyor_norms/norm_datasets/syntax/lexical_frame_adjectives_likert_set2.csv,surveyor_norms/instructions/syntax/lexical_frame_adjectives_likert_set2_i.txt,syntax,,fable_resolution,"acceptability of verb/adjective + complement frames (subcategorization) — syntax-lexicon interface, treated as syntax",syntax,yes,
lexical_frame_adjectives_likert_set3,surveyor,surveyor_norms/norm_datasets/syntax/lexical_frame_adjectives_likert_set3.csv,surveyor_norms/instructions/syntax/lexical_frame_adjectives_likert_set3_i.txt,syntax,,fable_resolution,"acceptability of verb/adjective + complement frames (subcategorization) — syntax-lexicon interface, treated as syntax",syntax,yes,
coherence_survey_list1_main,surveyor,surveyor_norms/norm_datasets/sentence_semantics/coherence_survey_list1_main.csv,surveyor_norms/instructions/sentence_semantics/coherence_survey_list1_main_i.txt,discourse,,agents_consensus,"two independent classifiers agreed, confident, unflagged",discourse,yes,
coherence_survey_list2_main,surveyor,surveyor_norms/norm_datasets/sentence_semantics/coherence_survey_list2_main.csv,surveyor_norms/instructions/sentence_semantics/coherence_survey_list2_main_i.txt,discourse,,agents_consensus,"two independent classifiers agreed, confident, unflagged",discourse,yes,
coherence_survey_list3_main,surveyor,surveyor_norms/norm_datasets/sentence_semantics/coherence_survey_list3_main.csv,surveyor_norms/instructions/sentence_semantics/coherence_survey_list3_main_i.txt,discourse,,agents_consensus,"two independent classifiers agreed, confident, unflagged",discourse,yes,
coherence_survey_list4_main,surveyor,surveyor_norms/norm_datasets/sentence_semantics/coherence_survey_list4_main.csv,surveyor_norms/instructions/sentence_semantics/coherence_survey_list4_main_i.txt,discourse,,agents_consensus,"two independent classifiers agreed, confident, unflagged",discourse,yes,
50_sentences_noisy_channel_may_25_2011,mturk,mturk_norms/norm_datasets/50_sentences_noisy_channel_may_25_2011.csv,mturk_norms/instructions/50_sentences_noisy_channel_may_25_2011_i.txt,pragmatics,,andrea_scheme_v4,within-sentence inferential interpretation (presupposition / literalness / intended meaning / agreement with an inference),pragmatics,yes,
50_sentences_with_2_comp_qs_plus_rating_mar_11_2011,mturk,mturk_norms/norm_datasets/50_sentences_with_2_comp_qs_plus_rating_mar_11_2011.csv,mturk_norms/instructions/50_sentences_with_2_comp_qs_plus_rating_mar_11_2011_i.txt,sentence_semantics,plausibility,fable_resolution,explicit likelihood-of-event rating; both agents agree,syntax,no,blind pass: syntax (voice/order variants). Kept: the question asks the likelihood of the described event; construct = plausibility.
acceptability_judgments_kang,mturk,mturk_norms/norm_datasets/acceptability_judgments_kang.csv,mturk_norms/instructions/acceptability_judgments_kang_i.txt,syntax,,agents_consensus,"two independent classifiers agreed, confident, unflagged",syntax,yes,
acd_context_polly_1_nov_23_2012,mturk,mturk_norms/norm_datasets/acd_context_polly_1_nov_23_2012.csv,mturk_norms/instructions/acd_context_polly_1_nov_23_2012_i.txt,discourse,,andrea_rule_context_v3,context manipulated across items: 36 families cross context variants with ACD targets,discourse,yes,
acd_no_context_polly_1_nov_23_2012,mturk,mturk_norms/norm_datasets/acd_no_context_polly_1_nov_23_2012.csv,mturk_norms/instructions/acd_no_context_polly_1_nov_23_2012_i.txt,syntax,,agents_consensus,"two independent classifiers agreed, confident, unflagged",syntax,yes,
acd_project_also_3_nov_24_2012_2,mturk,mturk_norms/norm_datasets/acd_project_also_3_nov_24_2012_2.csv,mturk_norms/instructions/acd_project_also_3_nov_24_2012_2_i.txt,syntax,,agents_consensus,"two independent classifiers agreed, confident, unflagged",syntax,yes,
acd_project_expt_23_also_nov_16_2012,mturk,mturk_norms/norm_datasets/acd_project_expt_23_also_nov_16_2012.csv,mturk_norms/instructions/acd_project_expt_23_also_nov_16_2012_i.txt,syntax,,agents_consensus,"two independent classifiers agreed, confident, unflagged | MERGED 2026-08-22 (near-duplicate, pooled on shared items) with acd_project_also_2_nov_22_2012_1",syntax,yes,
acd_project_expt_24_same_diff_verbs_nov_16_2012,mturk,mturk_norms/norm_datasets/acd_project_expt_24_same_diff_verbs_nov_16_2012.csv,mturk_norms/instructions/acd_project_expt_24_same_diff_verbs_nov_16_2012_i.txt,syntax,,agents_consensus,"two independent classifiers agreed, confident, unflagged",syntax,yes,
acd_project_expt_31_same_diff_verbs_nov_16_2012_1,mturk,mturk_norms/norm_datasets/acd_project_expt_31_same_diff_verbs_nov_16_2012_1.csv,mturk_norms/instructions/acd_project_expt_31_same_diff_verbs_nov_16_2012_1_i.txt,syntax,,andrea_policy_Q1,"isolated sentences, no context; ellipsis/ACD structure varies",syntax,yes,
acd_project_expt_42_also_verbs_nov_29_2012_1,mturk,mturk_norms/norm_datasets/acd_project_expt_42_also_verbs_nov_29_2012_1.csv,mturk_norms/instructions/acd_project_expt_42_also_verbs_nov_29_2012_1_i.txt,syntax,,agents_consensus,"two independent classifiers agreed, confident, unflagged",syntax,yes,
acd_project_expt_44_the_same_nov_29_2012_1,mturk,mturk_norms/norm_datasets/acd_project_expt_44_the_same_nov_29_2012_1.csv,mturk_norms/instructions/acd_project_expt_44_the_same_nov_29_2012_1_i.txt,syntax,,agents_consensus,"two independent classifiers agreed, confident, unflagged",syntax,yes,
acd_project_expt_45_hkv_expt_2_plaus_nov_29_2012,mturk,mturk_norms/norm_datasets/acd_project_expt_45_hkv_expt_2_plaus_nov_29_2012.csv,mturk_norms/instructions/acd_project_expt_45_hkv_expt_2_plaus_nov_29_2012_i.txt,syntax,,andrea_policy_Q1,"isolated sentences, no context; ellipsis/ACD structure varies",syntax,yes,
acd_project_expt_46_also_in_hkv_2_nov_29_2012_1,mturk,mturk_norms/norm_datasets/acd_project_expt_46_also_in_hkv_2_nov_29_2012_1.csv,mturk_norms/instructions/acd_project_expt_46_also_in_hkv_2_nov_29_2012_1_i.txt,syntax,,agents_consensus,"two independent classifiers agreed, confident, unflagged",syntax,yes,
active_passive_sentence_naturalness_survey_july_2012,mturk,mturk_norms/norm_datasets/active_passive_sentence_naturalness_survey_july_2012.csv,mturk_norms/instructions/active_passive_sentence_naturalness_survey_july_2012_i.txt,syntax,,agents_consensus,"two independent classifiers agreed, confident, unflagged",syntax,yes,
agreement_norming_nov_17,mturk,mturk_norms/norm_datasets/agreement_norming_nov_17.csv,mturk_norms/instructions/agreement_norming_nov_17_i.txt,other,sentence,andrea_review_page,Andrea (review page): likelihood of an NP preamble is neither a structural nor a semantic-dimension rating → other | merged into `other` 2026-08-22 (was other); sublevel=sentence,syntax,no,"blind pass: syntax (number-agreement preambles). Kept: Andrea's review decision — likelihood of an NP preamble is a norming variable, not a level."
agreement_norming_nov_18,mturk,mturk_norms/norm_datasets/agreement_norming_nov_18.csv,mturk_norms/instructions/agreement_norming_nov_18_i.txt,other,sentence,andrea_review_page,Andrea (review page): same as nov_17 → other | merged into `other` 2026-08-22 (was other); sublevel=sentence,syntax,no,blind pass: syntax. Kept: Andrea's review decision (see nov_17).
alex_paunov_literal_inferences_dec_3_2011,mturk,mturk_norms/norm_datasets/alex_paunov_literal_inferences_dec_3_2011.csv,mturk_norms/instructions/alex_paunov_literal_inferences_dec_3_2011_i.txt,pragmatics,,andrea_scheme_v4,within-sentence inferential interpretation (presupposition / literalness / intended meaning / agreement with an inference),pragmatics,yes,
animacy_passive_dative_kyle,mturk,mturk_norms/norm_datasets/animacy_passive_dative_kyle.csv,mturk_norms/instructions/animacy_passive_dative_kyle_i.txt,syntax,,agents_consensus,"two independent classifiers agreed, confident, unflagged",syntax,yes,
anne_abeille_acceptability_july_12_2017_1,mturk,mturk_norms/norm_datasets/anne_abeille_acceptability_july_12_2017_1.csv,mturk_norms/instructions/anne_abeille_acceptability_july_12_2017_1_i.txt,syntax,,agents_consensus,"two independent classifiers agreed, confident, unflagged",syntax,yes,
brief_sentence_naturalness_survey_march_2011,mturk,mturk_norms/norm_datasets/brief_sentence_naturalness_survey_march_2011.csv,mturk_norms/instructions/brief_sentence_naturalness_survey_march_2011_i.txt,sentence_semantics,plausibility,andrea_policy_Q5,"naturalness asked, but items vary in meaning (semantic/animacy anomalies, malapropisms, personification)",sentence_semantics/plausibility,yes,
chomsky_items_2,mturk,mturk_norms/norm_datasets/chomsky_items_2.csv,mturk_norms/instructions/chomsky_items_2_i.txt,syntax,,andrea_policy_Q1,"isolated sentences, no context; ellipsis/ACD structure varies",syntax,yes,
copy_cat_polly_june_2014,mturk,mturk_norms/norm_datasets/copy_cat_polly_june_2014.csv,mturk_norms/instructions/copy_cat_polly_june_2014_i.txt,discourse,,fable_resolution,"likelihood that a causal statement holds between two events described in the passage = relation between sentences | MERGED 2026-08-22 (near-duplicate, pooled on shared items) with copy_cat_polly_dec_2013_1, copy_cat_polly_june_2014_v2_1",discourse,yes,
copy_of_verb_causality_study_semantics_ratings_mk_april_2010,mturk,mturk_norms/norm_datasets/copy_of_verb_causality_study_semantics_ratings_mk_april_2010.csv,mturk_norms/instructions/copy_of_verb_causality_study_semantics_ratings_mk_april_2010_i.txt,lexical_semantics,conceptual,agents_consensus,"two independent classifiers agreed, confident, unflagged | MERGED 2026-08-22 with copy_of_verb_causality_study_semantics_ratings_v3o1_mk_april_2010, copy_of_verb_causality_study_semantics_ratings_v3o2_mk_april_2010, copy_of_verb_causality_study_semantics_ratings_v3o4_mk_april_2010 (identical items + instruction; ratings pooled)",lexical_semantics/conceptual,yes,
cul_jack_april_12_2012_54_short_texts_with_two_comprehension_questions,mturk,mturk_norms/norm_datasets/cul_jack_april_12_2012_54_short_texts_with_two_comprehension_questions.csv,mturk_norms/instructions/cul_jack_april_12_2012_54_short_texts_with_two_comprehension_questions_i.txt,syntax,,andrea_rule_context_v3,7 multiple-wh target variants per constant passage (0/30 families vary context): context inert → syntax | MERGED 2026-08-22 with cul_jack_april_2012_60_short_texts_with_two_comprehension_questions_an (identical items + instruction; ratings pooled),syntax,yes,
cul_jack_sentence_naturalness_survey_april_2010,mturk,mturk_norms/norm_datasets/cul_jack_sentence_naturalness_survey_april_2010.csv,mturk_norms/instructions/cul_jack_sentence_naturalness_survey_april_2010_i.txt,syntax,,agents_consensus,"two independent classifiers agreed, confident, unflagged | MERGED 2026-08-22 with cul_jack_sentence_naturalness_survey_2_sept_2011 (identical items + instruction; ratings pooled) | MERGED 2026-08-22 (near-duplicate, pooled on shared items) with 2wh_3wh_sentence_naturalness_survey_april_2011",syntax,yes,
ecog_sentences_imaginability_jan_8_2014,mturk,mturk_norms/norm_datasets/ecog_sentences_imaginability_jan_8_2014.csv,mturk_norms/instructions/ecog_sentences_imaginability_jan_8_2014_i.txt,sentence_semantics,conceptual_content,agents_consensus,"two independent classifiers agreed, confident, unflagged",sentence_semantics/conceptual_content,yes,
ecog_sentences_naturalness_jan_8_2014_2,mturk,mturk_norms/norm_datasets/ecog_sentences_naturalness_jan_8_2014_2.csv,mturk_norms/instructions/ecog_sentences_naturalness_jan_8_2014_2_i.txt,sentence_semantics,plausibility,andrea_policy_Q5,"naturalness asked, but items vary in meaning (semantic/animacy anomalies, malapropisms, personification)",sentence_semantics/plausibility,yes,
erp_norming_error_detection_june_2013_4,mturk,mturk_norms/norm_datasets/erp_norming_error_detection_june_2013_4.csv,mturk_norms/instructions/erp_norming_error_detection_june_2013_4_i.txt,syntax,,agents_consensus,"two independent classifiers agreed, confident, unflagged",syntax,yes,
erp_sentence_naturalness_survey_june_2013_2,mturk,mturk_norms/norm_datasets/erp_sentence_naturalness_survey_june_2013_2.csv,mturk_norms/instructions/erp_sentence_naturalness_survey_june_2013_2_i.txt,syntax,,agents_consensus,"two independent classifiers agreed, confident, unflagged",syntax,yes,
eunice_disfluency_2_nov_17_2011,mturk,mturk_norms/norm_datasets/eunice_disfluency_2_nov_17_2011.csv,mturk_norms/instructions/eunice_disfluency_2_nov_17_2011_i.txt,syntax,,fable_resolution,"naturalness of sentences varying in extraposition/disfluency placement; structural by default (performance variable noted) | MERGED 2026-08-22 (near-duplicate, pooled on shared items) with disfluencies_sentence_naturalness_survey_april_2011",syntax,yes,
eunice_disfluency_nov_15_2011,mturk,mturk_norms/norm_datasets/eunice_disfluency_nov_15_2011.csv,mturk_norms/instructions/eunice_disfluency_nov_15_2011_i.txt,syntax,,agents_consensus,"two independent classifiers agreed, confident, unflagged",syntax,yes,
imperative_control_iad_gs_may_16_2011_purple_puppy,mturk,mturk_norms/norm_datasets/imperative_control_iad_gs_may_16_2011_purple_puppy.csv,mturk_norms/instructions/imperative_control_iad_gs_may_16_2011_purple_puppy_i.txt,pragmatics,,andrea_scheme_v4,"speech-act felicity: utterance rated for how natural it sounds in a described situation; situation constant across items, so the construct is felicity, not well-formedness",pragmatics,yes,
isac_sentence_naturalness_survey_feb_2011_64_items_survey_code_giant_c,mturk,mturk_norms/norm_datasets/isac_sentence_naturalness_survey_feb_2011_64_items_survey_code_giant_c.csv,mturk_norms/instructions/isac_sentence_naturalness_survey_feb_2011_64_items_survey_code_giant_c_i.txt,syntax,,agents_consensus,"two independent classifiers agreed, confident, unflagged | MERGED 2026-08-22 with isac_sentence_naturalness_survey_feb_2011_survey_code_giant_cobra (identical items + instruction; ratings pooled)",syntax,yes,
islands_acceptability_expt_2_dec_2_2012,mturk,mturk_norms/norm_datasets/islands_acceptability_expt_2_dec_2_2012.csv,mturk_norms/instructions/islands_acceptability_expt_2_dec_2_2012_i.txt,syntax,,agents_consensus,"two independent classifiers agreed, confident, unflagged",syntax,yes,
lauren_sentence_naturalness_survey_expt3_nov_17_2011,mturk,mturk_norms/norm_datasets/lauren_sentence_naturalness_survey_expt3_nov_17_2011.csv,mturk_norms/instructions/lauren_sentence_naturalness_survey_expt3_nov_17_2011_i.txt,syntax,,fable_resolution,"comprehensibility/naturalness of structurally complex (center-embedded, displaced) sentences: what varies is structure; comprehensibility is a processing measure of it",syntax,yes,
