is_fallback,domain,subdomain,matched_on,source,task,n_items,n_ratings
0,Syntax,Acceptability / naturalness,acceptab,mturk,richard_islands_acceptability_expt_1_april_25_2013_3,144,2856
0,Syntax,Acceptability / naturalness,acceptab,surveyor,extension_study,142,1073
0,Syntax,Acceptability / naturalness,acceptab,surveyor,extension,138,1527
0,Syntax,Acceptability / naturalness,acceptab,mturk,acceptability_judgments_kang,136,5406
0,Syntax,Acceptability / naturalness,naturaln,mturk,sentence_naturalness_survey_for_gs_jan_2010,133,5004
0,Syntax,Acceptability / naturalness,naturaln,mturk,active_passive_sentence_naturalness_survey_july_2012,132,6624
0,Syntax,Acceptability / naturalness,acceptab,mturk,richard_islands_acceptability_expt_5_april_27_2013_1,132,2060
0,Syntax,Acceptability / naturalness,naturaln,mturk,sentence_naturalness_survey_for_gs_apr_4_2010,132,5006
0,Syntax,Acceptability / naturalness,naturaln,mturk,sentence_naturalness_survey_acd_ratings_hackl_expt_5_oct_25_2012_1,128,3295
0,Syntax,Acceptability / naturalness,naturaln,mturk,sentence_naturalness_survey_acd_ratings_v2_jan_2012,128,5577
0,Syntax,Acceptability / naturalness,naturaln,mturk,sentence_naturalness_survey_acd_v1_jan_2012,128,6128
0,Syntax,Acceptability / naturalness,naturaln,mturk,sentence_naturalness_survey_acd_v6_oct_25_2012,128,6653
0,Syntax,Acceptability / naturalness,naturaln,mturk,sentence_naturalness_survey_for_jkm_dec_2009,128,4350
0,Syntax,Acceptability / naturalness,naturaln,mturk,sentence_naturalness_survey_for_jkm_jan_2012,128,2225
0,Syntax,Acceptability / naturalness,acceptab,mturk,short_acceptability_feb_6_2014,128,2904
0,Syntax,Acceptability / naturalness,naturaln,mturk,sentence_naturalness_survey_for_lb_mar_2010,123,8785
0,Syntax,Acceptability / naturalness,naturaln,mturk,sentence_naturalness_survey_for_gs_dec_2009,122,5294
0,Syntax,Acceptability / naturalness,naturaln,mturk,ecog_sentences_naturalness_jan_8_2014_2,120,4441
0,Syntax,Acceptability / naturalness,naturaln,mturk,sentence_naturalness_survey_feb_16_1_2012_60_items_code_shy_armadillo,120,4775
0,Syntax,Acceptability / naturalness,acceptab,mturk,sentence_completions_and_islands_acceptability_expt_1_nov_13_2012,112,13215
0,Syntax,Acceptability / naturalness,naturaln,mturk,sentence_naturalness_survey_for_lb_dec_2009,108,6017
0,Syntax,Acceptability / naturalness,acceptab,mturk,richard_islands_acceptability_expt_4_april_26_2013_1,100,2058
0,Syntax,Acceptability / naturalness,acceptab,mturk,richard_islands_acceptability_expt_6_april_28_2013_while_whq_decl,100,7211
0,Syntax,Acceptability / naturalness,acceptab,surveyor,chinese_dative,96,1200
0,Syntax,Acceptability / naturalness,acceptab,surveyor,dative_finnish,96,1199
0,Syntax,Acceptability / naturalness,acceptab,surveyor,dative_turkish,96,1198
0,Syntax,Acceptability / naturalness,naturaln,mturk,sentence_naturalness_survey_for_jk_april_4_2010,96,3814
0,Syntax,Acceptability / naturalness,naturaln,mturk,sentence_naturalness_survey_for_jk_april_4_expt_3_2010,96,3963
0,Syntax,Acceptability / naturalness,naturaln,mturk,sentence_naturalness_survey_for_jk_april_9_expt_4_2010,96,3785
0,Syntax,Acceptability / naturalness,naturaln,mturk,sentence_naturalness_survey_for_jk_mar_2010,96,3803
0,Syntax,Acceptability / naturalness,acceptab,surveyor,can_noncan_acceptability_0924,88,3836
0,Syntax,Acceptability / naturalness,acceptab,surveyor,can_noncan_acceptability_2,88,3895
0,Syntax,Acceptability / naturalness,acceptab,surveyor,of_acceptability_2,88,3837
0,Syntax,Acceptability / naturalness,naturaln,mturk,word_length_context_sentence_naturalness_survey_april_2011,86,4774
0,Syntax,Acceptability / naturalness,naturaln,mturk,sentence_naturalness_survey_may_4_2011_36_items_code_anxious_bat,84,1434
0,Syntax,Acceptability / naturalness,grammatical,published,dentella2023_grammaticality,80,8000
0,Syntax,Acceptability / naturalness,naturaln,mturk,sentence_naturalness_survey_for_lb_feb_20_2010_v2,77,2809
0,Syntax,Acceptability / naturalness,acceptab,surveyor,topicalization_e1,76,2535
0,Syntax,Acceptability / naturalness,acceptab,surveyor,base_acceptability_0908,70,2090
0,Syntax,Acceptability / naturalness,acceptab,surveyor,base_acceptability_0911,70,2157
0,Syntax,Acceptability / naturalness,naturaln,mturk,brief_sentence_naturalness_survey_march_2011,64,1864
0,Syntax,Acceptability / naturalness,naturaln,mturk,sentence_naturalness_survey_for_lb_feb_20_2010,64,1911
0,Syntax,Acceptability / naturalness,naturaln,mturk,sentence_naturalness_survey_for_marie_expt3b_july_20_2012,57,8916
0,Syntax,Acceptability / naturalness,acceptab,surveyor,clefting_e3,48,1217
0,Syntax,Acceptability / naturalness,acceptab,surveyor,clefting_e4,48,1195
0,Syntax,Acceptability / naturalness,acceptab,surveyor,clefting_e4_rep,48,1197
0,Syntax,Acceptability / naturalness,acceptab,surveyor,clefting_e4_rep2,48,4852
0,Syntax,Acceptability / naturalness,acceptab,surveyor,constituency_tests,48,1246
0,Syntax,Acceptability / naturalness,acceptab,surveyor,constituency_tests_2,48,1227
0,Syntax,Acceptability / naturalness,acceptab,surveyor,susan_canonicity_rerunning,48,1440
0,Syntax,Acceptability / naturalness,acceptab,surveyor,susan_canonicity_rerunning_2,48,1436
0,Syntax,Acceptability / naturalness,acceptab,surveyor,susan_canonicity_rerunning_3,48,1428
0,Syntax,Acceptability / naturalness,acceptab,surveyor,topicalization_e1_v2,48,1198
0,Syntax,Acceptability / naturalness,acceptab,surveyor,topicalization_e2,48,1195
0,Syntax,Acceptability / naturalness,naturaln,mturk,sentence_naturalness_survey_for_gs_may_11_2011_purple_puppy,48,2818
0,Syntax,Acceptability / naturalness,naturaln,mturk,sentence_naturalness_survey_for_lb_feb_2010,45,704
0,Syntax,Acceptability / naturalness,naturaln,mturk,word3_word_naturalness_survey_may_1_2011_45_items_code_nosy_badger,45,2239
0,Syntax,Acceptability / naturalness,acceptab,surveyor,class_demo,44,491
0,Syntax,Acceptability / naturalness,acceptab,surveyor,demo_9_59_2025,44,259
0,Syntax,Acceptability / naturalness,acceptab,surveyor,demo_9_59_2026,44,360
0,Syntax,Acceptability / naturalness,naturaln,mturk,sentence_naturalness_survey_for_marie_expt3_july_2012,32,5098
0,Syntax,Acceptability / naturalness,naturaln,mturk,melissa_short_naturalness_test,24,1431
